:.,$!sort -t, -bk6,6 -k1,2n -bk7,7,,,
0,0,CD,1,ROCK1,Sting,Sacred Love,,
940000,0,MD,1,ROCK1,Sting,Fields of Gold,,
0,0,M3,2,CLASS,Strauss,New Years Concert 2009,,
0,0,MC,1,CLASS,Stravinsky,The Rite of Spring,,
0,0,MC,1,CLASS,Stravinsky,Transformation,,
0,0,M3,1,DEAD1,String Cheese Incident,Song in My Head,,
201,0,CD,1,DEAD1,String Cheese Incident,Carnival 99,,
970600,0,CD,1,DEAD1,String Cheese Incident,SCI,,
0,0,MP,1,HARPS,Sue Richards,Grey Eyed Morn,,
0,0,MP,1,HARPS,Sue Richards,Silver Apples of the Moon,#NAME?,
0,0,CC,1,BLUES,Sugar Ray,Evening,,
0,0,M3,1,BLUES,Tab Benoit,Best Of,,
0,0,MC,1,BLUES,Taj Mahal,An Evening of Acoustic Music,,
0,0,M3,1,BLUES,Taj Mahal,Get On Board,,
0,0,M3,1,BLUES,Taj Mahal,Savoy,,
0,0,M3,1,WOMEN,Tal Wilkenfeld,Love Remains,,
0,519,MC,1,ROCK1,Talking Heads,Remain In Light,,
0,0,M3,1,PROGS,Tangerine Dream,Recurring Dreams,,
0,0,MC,1,GYPSY,Taraf de Haidouks,Band of Gypsys,,
0,288,LP,1,BLUES,Tbone Walker,Dirty Mistreater,,
0,0,M3,2,CLASS,Tchaikovsky,Complete Orchestral Suites,,
0,0,M3,2,CLASS,Tchaikovsky,Nutcracker + Swan Lake,,
0,0,MP,1,ROCK1,Tears For Fears,Elemental,,
0,0,MP,1,ROCK1,Tears For Fears,Saturnin Martial Lunatic,,
0,0,MP,1,ROCK1,Tears For Fears,Songs From the Big Chair,,
0,0,MP,1,ROCK1,Tears For Fears,The Hurting,,
0,0,MP,1,ROCK1,Tears For Fears,The Seeds of Love,,
0,0,M3,1,JAZZ1,The Comet Is Coming,Afterlife,,
0,0,M3,1,JAZZ1,The Comet Is Coming,Lifeforce,,
0,0,CC,1,JAZZ4,Thelonius Monk,And the Jazz Giants,,
0,0,MC,1,JAZZ4,Thelonius Monk,Genius of Modern Music,,
0,0,MC,1,JAZZ4,Thelonius Monk,Live at Carnegie Hall,+Coltrane,
0,0,MC,1,JAZZ4,Thelonius Monk,Monks Dream,,
0,0,M3,1,JAZZ4,Thelonius Monk,Monks Music,,
0,0,MC,1,JAZZ4,Thelonius Monk,Steve Lacy Plays,,
0,0,MC,1,JAZZ4,Thelonius Monk,Thelonius Himself,,
0,0,MC,1,JAZZ4,Thelonius Monk,Unique,,
0,0,M3,1,JAZZ4,Thelonius Monk,With Art Blakey,,
570000,0,MC,2,JAZZ4,Thelonius Monk,Complete 1957 Riverside,+Coltrane,
690000,0,MC,1,JAZZ4,Thelonius Monk,Paris 69,,
0,0,MP,1,PROGS,Thomas Dolby,Aliens Ate My Buick,,
0,0,MP,1,PROGS,Thomas Dolby,Wireless,,
0,0,MC,1,ROCK1,Tim OBrien,Red on Blonde,Dlyan Covers,
0,0,M3,2,FOLK2,Time Jumpers,Jumping Time,,
0,0,M3,1,FOLK2,Time Jumpers,Time Jumpers,,
0,0,M3,1,XMASS,Tingstad+Rumbel,The Gift,,
0,0,MC,1,BLUES,Tinsley Ellis,Hell or High Water,,
0,0,MC,1,ROCK1,Toad the Wet Sprocket,Constellation,,
930000,0,MD,1,ROCK1,Tom Petty,Greatest Hits,,
0,0,MC,2,JAZZ1,Tomasz Stanko,Wislawa,,
0,0,MC,1,XMASS,Tommy Emmanuel,All I Want for Christmas,,
0,0,MC,1,JAZZ2,Tommy Flanagan,Lady Be Good,,
0,0,MC,1,JAZZ2,Tommy Flanagan,Sea Changes,,
0,0,MC,1,JAZZ2,Tommy Flanagan,Trio Overseas,,
0,0,MC,1,FOLK2,Tony Rice,Bluegrass Guitar Collection,,
0,0,MC,1,FOLK2,Tony Rice,Devlin,,
0,0,M3,1,FOLK1,Tony Trischka,Double Banjo Bluegrass Spectacular,,
700000,153,LP,1,ROCK1,Traffic,John Barleycorn,,
700000,153,M3,1,ROCK1,Traffic,John Barleycorn,,
710000,183,MP,1,ROCK1,Traffic,Low Spark,,
710000,183,VL,1,ROCK1,Traffic,Low Spark,,
730000,182,VL,1,ROCK1,Traffic,On The Road,,
0,0,MC,1,BEATL,Traveling Wilburys,Volume 1,,
0,0,MC,1,BEATL,Traveling Wilburys,Volume 3,,
0,0,M3,2,XMASS,Tropical Steel Band,Christmas,,
0,0,MC,2,CLASS,US Navy Band,Music for Chamber Winds,,
0,0,MC,1,CLASS,Valentina Lisitsa,Live at the Royal Albert Hall,,
0,376,XX,1,ROCK1,Van Morrison,Best Of,,
0,392,XX,1,ROCK1,Van Morrison,Tupelo Honey,,
0,298,LP,1,BLUER,Various,A Taste of Bluesway,,
0,0,MC,1,PROGS,Various,Angel Dreams,unknown,
0,0,M3,1,FOLK4,Various,Another Day Another Time,,
0,0,M3,1,FOLK4,Various,Arabic Groove,,
0,0,M3,1,BLUER,Various,Best Of Chess,,
0,0,M3,1,FOLK4,Various,Best of Bluegrass-V1,,
0,0,M3,1,FOLK4,Various,Best of Bluegrass-V2,,
0,0,M3,1,JAZZ2,Various,Best of Newport 1957,,
0,230,LP,2,BLUER,Various,Best of the Chicago Blues,,
0,0,M3,1,JAZZ2,Various,Blue Note Re-Imagined,,
0,0,MC,1,FOLK4,Various,Bluegrass,,
0,489,LP,2,FOLK4,Various,Bluegrass Greatest Show,,
0,0,CC,1,FOLK4,Various,Bluegrass Mountain Memories,,
0,0,M3,2,XMASS,Various,Blues Blues Christmas V1,,
0,324,SL,1,BLUER,Various,British Blues Archive 1,,
0,325,SL,1,BLUER,Various,British Blues Archive 2,,
0,326,SL,1,BLUER,Various,British Blues Archive 3,,
0,327,SL,1,BLUER,Various,British Blues Archive 4,,
0,327,SL,1,BLUER,Various,British Blues Archive 4,,
0,0,M3,1,FOLK4,Various,Cairo to Casablanca,,
0,0,M3,1,FOLK4,Various,Cairo to Casablanca,,
0,0,M3,1,XMASS,Various,Celtic Christmas,bland,
0,0,M3,1,XMASS,Various,Celtic Christmas,bland,
0,0,MC,1,HARPS,Various,Celtic Harpestry,,
0,0,MC,1,HARPS,Various,Celtic Harpestry,,
0,0,MC,1,HARPS,Various,Celtic Treasure of Carolan,,
0,0,MC,1,HARPS,Various,Celtic Treasure of Carolan,,
0,0,M3,1,FOLK4,Various,Celtic Voyage,,
0,0,M3,1,FOLK4,Various,Celtic Voyage,,
0,0,CC,2,BLUER,Various,Chicago Blues,,
0,0,CC,2,BLUER,Various,Chicago Blues,,
0,266,LP,2,BLUER,Various,Chicago Blues Anthology,,
0,0,MC,1,CLASS,Various,China Chill,,
0,0,M3,1,BLUER,Various,Classic Appalachian Blues,,
0,0,M3,1,BEATL,Various,Classical-Beatles,,
0,0,CC,1,JAZZ2,Various,Cole Porter Songbook,,
0,0,MC,1,DEAD1,Various,Deadicated,,
0,0,MC,1,HARPS,Various,Dussek and the Harp,,
0,0,MC,1,CLASS,Various,Essential Ballet,,
0,439,LP,2,JAZZ2,Various,Fifty Years Jazz Guitar,,
0,318,LP,1,BLUER,Various,Gasoline,,
0,0,MD,1,DEAD1,Various,Gifts from the Dead,,
0,0,CC,1,FOLK4,Various,Great Dobro Sessions,,
0,0,MC,1,FOLK4,Various,Great Dobro Sessions,,
0,435,LP,2,FOLK4,Various,Greatest Bluegrass Bands,,
0,0,MC,2,ROCK3,Various,Greatest Guitar Heros,,
0,441,LP,2,JAZZ2,Various,Greatest Jazz Concert Ever,,
0,0,MC,2,FOLK4,Various,Hand Picked,,
0,0,MC,1,HARPS,Various,Harpestry,,
0,0,M3,1,CLASS,Various,Haunted Horror,,
0,0,MC,2,ROCK3,Various,Jesus Christ Superstar,,
0,0,M3,1,FOLK4,Various,Mandolin Extravaganza,,
0,0,MP,1,BLUER,Various,Mississippi Blues,,
0,0,M3,2,ROCK3,Various,Monterey Pop Festival,,
0,0,MC,1,PROGS,Various,Music For Reiki,,
0,0,M3,1,DEAD1,Various,Music Never Stopped,Tribute,
0,437,LP,2,FOLK4,Various,Old Timey Bluegrass Concert,,
0,0,CC,1,JAZZ2,Various,One Night at Blue Note V1,,
0,0,M3,1,JAZZ2,Various,Only Big Band CD You Need,,
0,0,MC,3,FOLK4,Various,People Take Warning,,
0,0,M3,2,BLUER,Various,Roots of Blues,,
0,0,M3,1,FOLK4,Various,Roots-Music-V1+2,,
0,0,MC,2,FOLK4,Various,Roots-Music-V1-4,,
0,0,M3,1,FOLK4,Various,Rough Guide to Bluegrass,,
0,0,M3,1,FOLK4,Various,Rough Guide to Country,,
0,0,M3,1,FOLK4,Various,Rough Guide to Hillbilly Blues,,
0,0,MP,4,FOLK4,Various,Rounder Records Story,,
0,0,MP,1,FOLK4,Various,Slack Key Guitar,,
0,0,MC,1,FOLK4,Various,Southern Journey V2,,
0,0,MC,1,PROGS,Various,Steel Drum Favorites,,
0,282,LP,1,BLUER,Various,Steel Yard Blues,,
0,0,M3,1,BLUER,Various,Sun Records Greatest Hits,,
0,530,XX,1,ROCK3,Various,THE END,,
0,258,LP,1,BLUER,Various,The Blues,,
0,232,LP,2,BLUER,Various,The Great Blues Men,,
0,0,M3,2,ROCK3,Various,The Mojo Of Dr. John,,
0,0,MC,1,JAZZ2,Various,True North,,
0,263,LP,1,BLUER,Various,Underground Blues,,
0,0,MC,1,JAZZ2,Various,When Jazz Meets Guitar,,
0,171,LP,2,ROCK3,Various,Woodstock 2,+Hendrix,
0,0,CC,1,FOLK4,Various,Woody Guthrie 100th Birthday,,
0,0,MC,1,FOLK4,Various,Woody Guthrie At 100,,
0,0,M3,1,PROGS,Various,Yoga Lounge,Spacy,
9999,0,MD,1,DEAD1,Various,Wake the Dead,,
20000,0,CD,1,CLASS,Various,Magic of the Guitar,,
20000,0,MD,1,FOLK4,Various,Treasury of Bluegrass,Time Life,
60000,0,MC,1,FOLK4,Various,Celebration of Life,,
60000,0,CD,1,JAZZ2,Various,Celebration of the Beatles,,
60000,0,CD,1,JAZZ2,Various,Jazz Goes to the Beatles,,
650000,91,LP,1,BLUES,Various,Whats Shaking,,
690000,14,XX,1,ROCK3,Various,Easy Rider,,
960000,0,CD,1,JAZZ2,Various,Jazz Cafe,Sampler,
0,0,MC,1,ROCK3,Ventures,Best Of,,
0,0,MC,1,JAZZ2,Victor Wooten,Palmystery,,
0,0,MC,1,JAZZ2,Victor Wooten,Soul Circus,,
0,0,MC,1,JAZZ1,Vijay Iyer,Accelerando,,
0,0,MC,1,JAZZ1,Vince Guaraldi,Charlie Brown Suite,,
0,0,MC,1,CLASS,Vivaldi,Another Four Seasons,,
0,0,MC,1,CLASS,Vivaldi,Concertos and Other Works,,
0,0,MC,1,CLASS,Vivaldi,The Four Seasons,,
0,0,MC,1,HARPS,Walt Michael,Hammer Dulcimer Retrospective,,
0,0,MC,1,BLUER,Warren Haynes,Heavy Load Blues,,
0,0,MC,1,BLUER,Warren Haynes,Live at Moody Theater,,
0,0,MC,1,BLUER,Warren Haynes,Million Voices Whisper,,
0,0,MP,1,JAZZ1,Weather Report,Heavy Weather,,
0,0,MC,2,ROCK5,Who,Greatest Hits Live,,
0,0,MP,2,ROCK5,Who,Meaty Beaty Big and Bouncy,,
671215,45,MP,1,ROCK5,Who,Sell Out,,
690519,22,MD,2,ROCK5,Who,Tommy,,
700511,82,M3,2,ROCK5,Who,Live at Leeds,+Tommy,
700511,82,MD,2,ROCK5,Who,Live at Leeds,,
710802,83,M3,2,ROCK5,Who,Whos Next,+Bonus Disk,
0,0,MC,1,ROCK1,Widespread Panic,Dirty Side Down,DUP,
0,0,MC,1,BLUES,Willie Dixon,Big Three Trio,,
0,0,MC,1,BLUES,Willie Dixon,I Am The Blues,,
0,0,CD,1,ROCK1,Willie Nelson,Super Hits,,
0,0,CC,2,FOLK1,Willie Nelson,The Essental,,
40525,0,MC,1,WOMEN,Wilson Phillips,California,,
101012,0,CD,1,WOMEN,Wilson Phillips,Xmas in Harmony,,
120403,0,MC,1,WOMEN,Wilson Phillips,Dedicated,,
900508,0,MD,1,WOMEN,Wilson Phillips,Wilson Phillips,,
920602,0,CD,1,WOMEN,Wilson Phillips,Shadows and Light,,
0,0,M3,1,CLASS,Windham Hill,Bach Variations,,
0,0,M3,1,XMASS,Windham Hill,Carols of Christmas 2,,
0,0,MC,1,PROGS,Windham Hill,First Ten Years,,
0,0,MC,1,PROGS,Windham Hill,Flamenco Collection,,
0,0,MC,1,PROGS,Windham Hill,Guitar Sampler V1,,
0,0,MC,1,PROGS,Windham Hill,Guitar Sampler V2,,
0,0,M3,1,CLASS,Windham Hill,Impressionists,,
0,0,M3,1,CLASS,Windham Hill,Mozart Variations,,
0,0,MC,1,PROGS,Windham Hill,Sampler 1984,,
0,0,MC,1,PROGS,Windham Hill,Sanctuary 20 Years,,
0,0,M3,1,XMASS,Windham Hill,Solstice,,
0,0,MC,1,PROGS,Windham Hill,Sounds of Wood+Steel-V1,,
0,0,MC,1,PROGS,Windham Hill,Sounds of Wood+Steel-V2,,
0,0,MC,4,XMASS,Windham Hill,Winters Solstice,,
0,0,M3,1,XMASS,Windham Hill,Winters Songs,,
670000,224,XX,1,ROCK1,Yardbirds,Greatest Hits,,
0,0,M3,1,PROGS,Yes,Heaven + Earth,,
0,0,M3,1,PROGS,Yes,Highlights,Collection,
0,0,M3,2,PROGS,Yes,Progeny,Highlights from 72,
0,0,M3,2,PROGS,Yes,Quest,,
0,0,CC,0,PROGS,Yes,Time and a Word,,
710219,332,MD,1,PROGS,Yes,The Yes Album,,
711112,383,MD,1,PROGS,Yes,Fragile,,
720908,416,MD,1,PROGS,Yes,Close To The Edge,,
750228,384,VL,1,PROGS,Yes,Yesterdays,,
780922,448,VL,1,PROGS,Yes,Tormato,,
690000,342,NX,1,ROCK1,Youngbloods,Elephant Mountain,,
710000,274,XX,1,ROCK1,Youngbloods,Good and Dusty,,
720000,462,XX,2,ROCK1,Youngbloods,This Is The,,
730000,237,VL,1,ROCK1,Youngbloods,Song for Juli,,
0,0,M3,1,DEAD1,Zakir Hussain,Trios-Sacred-Thread,,
790000,409,XX,1,ROCK1,Zappa,Sleep Dirt,,
879999,0,MD,1,DEAD1,Zero,Here Goes Nothing,,
